line	date_planted	code	type	momsp	momid	dadsp1	dadid1	dadsp2	dadid2	plate	planted	germinated	date_scored	germinated_n1	transplanted_n	germinated_ndate1	germinated_ndate2	germinated_ndate3	germinated_ndate4	germinated_ndate5	germinated_ndate6	notes
	2016-01-01		intra	kaal	892-5	kaal	892-4				4	2										
	2016-01-01		intra	kaal	892-5	kaal	892-4				10	5										
	2016-01-01		intra	kaal	904-2	kaal	904-3				8	6										
	2016-01-01		intra	kaal	904-2	kaal	904-5				6	6										
	2016-01-01		intra	kaal	904-3	kaal	904-2				7	6										
	2016-01-01		intra	kaal	904-3	kaal	904-2				10	10										
	2016-01-01		intra	kaal	904-3	kaal	904-5				4	4										
	2016-01-01		intra	kaal	904-3	kaal	904-5				10	6										
	2016-01-01		intra	kaal	904-3	kaal	904-5				10	7										
	2016-01-01		intra	kaal	904-5	kaal	904-2				2	1										
	2016-01-01		intra	kaal	904-5	kaal	904-2				10	4										
	2016-01-01		intra	kaal	904-5	kaal	904-2				10	5										
	2016-01-01		intra	kaal	904-5	kaal	904-2				10	8										
	2016-01-01		intra	kaal	904-5	kaal	904-3				5	5										
	2016-01-01		intra	kaal	904-5	kaal	904-3				10	5										
	2016-01-01		intra	kaal	904-5	kaal	904-3				10	5										
	2016-01-01		intra	kaal	904-5	kaal	904-3				10	7										
	2016-01-01		intra	kaal	904-5	kaal	904-3				10	7										
	2016-01-01		intra	kaal	904-5	kaal	904-3				10	8										
	2016-01-01		intra	kaal	904-5	kaal	904-3				10	9										
	2016-01-01		intra	kaal	3587-7	kaal	3587-14				8	8										
	2016-01-01		intra	kaal	3587-7	kaal	3587-14				10	9										
	2016-01-01		intra	kaal	3587-10	kaal	3587-C				5	2										
	2016-01-01		intra	kaal	3587-15	kaal	3587-14				2	1										
	2016-01-01		intra	kaal	3587-15	kaal	3587-C				3	3										
	2016-01-01		intra	kaal	3587-A	kaal	3587-7				1	0										
	2016-01-01		intra	kaal	3587-A	kaal	3587-14				1	0										
	2016-01-01		intra	kaal	3587-A	kaal	3587-14				10	3										
	2016-01-01		intra	kaal	3587-C	kaal	3587-14				5	1										
	2016-01-01		intra	hook	794-2	hook	794-4			6	6	5		5								
	2016-01-01		intra	hook	794-2	hook	794-4			10	10	5		5								
	2016-01-01		intra	hook	794-2	hook	794-4			10	10	6		6								
	2016-01-01		intra	hook	794-2	hook	794-4			10	10	7		7								
	2016-01-01		intra	hook	794-2	hook	794-4			10	10	7		7								
	2016-01-01		intra	hook	794-2	hook	794-4			10	10	7		7								
	2016-01-01		intra	hook	794-2	hook	794-4			10	10	8		8								
	2016-01-01		intra	hook	794-2	hook	794-4			10	10	8		8								
	2016-01-01		intra	hook	794-2	hook	794-4			10	10	8		8								
	2016-01-01		intra	hook	794-2	hook	794-4			10	10	10		10								
	2016-01-01		intra	hook	794-2	hook	794-4			10	10	10		10								
	2016-01-01		intra	hook	794-2	hook	866-2			7	7	6		6								
	2016-01-01		intra	hook	794-2	hook	866-2			10	10	6		6								
	2016-01-01		intra	hook	794-2	hook	866-2			10	10	8		8								
	2016-01-01		intra	hook	794-2	hook	866-2			10	10	9		9								
	2016-01-01		intra	hook	794-2	hook	866-2			10	10	10		10								
	2016-01-01		intra	hook	794-2	hook	8.99E+02			2	2	1		1								
	2016-01-01		intra	hook	794-2	hook	8.99E+02			10	10	9		9								
	2016-01-01		intra	hook	794-4	hook	794-2			4	4	3		3								
	2016-01-01		intra	hook	794-4	hook	794-2			10	10	6		6								
	2016-01-01		intra	hook	794-4	hook	794-2			10	10	6		6								
	2016-01-01		intra	hook	794-4	hook	794-2			10	10	8		8								
	2016-01-01		intra	hook	794-4	hook	794-2			10	10	8		8								
	2016-01-01		intra	hook	794-4	hook	794-2			10	10	9		9								
	2016-01-01		intra	hook	794-4	hook	794-2			10	10	10		10								
	2016-01-01		intra	hook	794-4	hook	794-2			10	10	10		10								
	2016-01-01		intra	hook	794-4	hook	866-2			10	10	3		3								
	2016-01-01		intra	hook	794-4	hook	866-2			10	10	4		4								
	2016-01-01		intra	hook	794-4	hook	866-2			10	10	6		6								
	2016-01-01		intra	hook	794-4	hook	866-2			10	10	7		7								
	2016-01-01		intra	hook	794-4	hook	866-2			10	10	7		7								
	2016-01-01		intra	hook	794-4	hook	866-2			10	10	7		7								
	2016-01-01		intra	hook	866-2	hook	794-4			7	7	3		3								
	2016-01-01		intra	hook	866-2	hook	794-4			10	10	5		5								
	2016-01-01		intra	hook	866-2	hook	794-4			10	10	6		6								
	2016-01-01		intra	hook	866-2	hook	794-4			10	10	6		6								
	2016-01-01		intra	hook	866-2	hook	794-4			10	10	8		8								
	2016-01-01		intra	hook	866-2	hook	794-4			10	10	8		8								
	2016-01-01		intra	hook	87910-1	hook	8792-2			6	6	5		5								
	2016-01-01		intra	hook	87910-1	hook	879G-2			4	4	0		0								
	2016-01-01		intra	hook	87910-1	hook	879H-2			2	2	2		2								
	2016-01-01		intra	hook	87910-1	hook	879H-2			10	10	1		1								
	2016-01-01		intra	hook	87910-1	hook	879N-5			8	8	2		2								
	2016-01-01		intra	hook	8792-2	hook	87910-1			6	6	4		4								
	2016-01-01		intra	hook	8792-2	hook	87910-1			10	10	5		5								
	2016-01-01		intra	hook	8792-2	hook	87910-1			10	10	7		7								
	2016-01-01		intra	hook	8792-2	hook	87910-1			10	10	7		7								
	2016-01-01		intra	hook	8792-2	hook	879G-2			2	2	1		1								
	2016-01-01		intra	hook	8792-2	hook	879G-2			10	10	3		3								
	2016-01-01		intra	hook	8792-2	hook	879G-2			10	10	7		7								
	2016-01-01		intra	hook	8792-2	hook	879G-2			10	10	7		7								
	2016-01-01		intra	hook	8792-2	hook	879G-2			10	10	10		10								
	2016-01-01		intra	hook	8792-2	hook	879G-2			10	10	10		10								
	2016-01-01		intra	hook	8792-2	hook	879N-5			7	7	7		7								
	2016-01-01		intra	hook	8792-2	hook	879N-5			10	10	8		8								
	2016-01-01		intra	hook	8792-2	hook	879N-5			10	10	9		9								
	2016-01-01		intra	hook	8792-2	hook	879N-5			10	10	10		10								
	2016-01-01		intra	hook	879G-2	hook	87910-1			6	6	5		5								
	2016-01-01		intra	hook	879G-2	hook	8792-2			8	8	8		8								
	2016-01-01		intra	hook	879H-2	hook	879G-2			4	4	1		1								
	2016-01-01		intra	hook	879H-2	hook	879G-2			10	10	0		0								
	2016-01-01		intra	hook	879N-5	hook	8792-2			8	8	8		8								
	2016-01-01		intra	hook	879N-5	hook	879G-2			3	3	1		1								
	2016-01-01		intra	hook	879N-5	hook	879H-2			6	6	4		4								
			inter	memb	864#1	kaua	24525x6a#6			1	20	0										
			inter	memb	864#1	kaua	24525x6a#6			2	20	0										
			inter	memb	864#1	kaua	24525x6a#6			3	14	0										
			inter	memb	864#2	kaua	24525x6a#6			1	20	0										
			inter	memb	864#2	kaua	24525x6a#6			2	20	0										
			inter	memb	864#2	kaua	24525x6a#6			3	20	0										
			inter	memb	864#2	kaua	24525x6a#6			4	20	0										
			inter	memb	864#2	kaua	24525x6a#6			5	20	0										
			inter	memb	864#2	kaua	1a			1	20	2										
			inter	memb	864#2	kaua	1a			2	20	0										
			inter	memb	864#2	kaua	1a			3	20	6										
			inter	memb	864#2	kaua	1a			4	20	6										
			inter	memb	864#2	kaua	1a			5	20	4										
			inter	memb	864201-2	kaua	1a			1	20	1										
			inter	memb	864201-2	kaua	1a			2	20	2										
			inter	memb	864201-2	kaua	1a			3	20	0										
			inter	memb	864201-2	kaua	1a			4	20	0										
			inter	memb	864201-2	kaua	1a			5	18	2										
			intra	memb	864#2	memb	864201-11			1	20	18										
			intra	memb	864#2	memb	864201-11			2	20	14										
